code,error_reason
sz.300627,close_price 低于 ma10
sz.002575,ma10 低于 ma20
sz.002266,close_price 低于 ma10
sh.688013,close_price 低于 ma10
sz.002668,close_price 低于 ma10
sz.002727,ma10 低于 ma20
sh.600829,close_price 低于 ma10
sz.002577,ma10 低于 ma20
sz.300034,close_price 低于 ma10
sh.603334,ma10 低于 ma20
sz.000768,close_price 低于 ma10
sh.561260,turnover_amount 低于阈值 20000000
sh.600742,close_price 低于 ma10
sh.688403,close_price 低于 ma10
sz.002236,close_price 低于 ma10
sz.301276,close_price 低于 ma10
sz.002353,close_price 低于 ma10
sh.600704,close_price 低于 ma10
sh.601007,ma10 低于 ma20
sz.300651,close_price 低于 ma10
sh.688201,close_price 低于 ma10
sz.300157,close_price 低于 ma10
sh.603729,ma10 低于 ma20
sz.002707,ma10 低于 ma20
sz.002352,ma10 低于 ma20
sz.000612,close_price 低于 ma10
sz.300148,close_price 低于 ma10
sh.603016,close_price 低于 ma10
sz.300573,close_price 低于 ma10
sh.600218,close_price 低于 ma10
sz.002204,ma10 低于 ma20
sz.301020,close_price 低于 ma10
sh.688067,ma10 低于 ma20
sz.301086,ma10 低于 ma20
sh.605011,close_price 低于 ma10
sh.603151,ma10 低于 ma20
sz.300355,close_price 低于 ma10
sh.600353,close_price 低于 ma10
sh.600192,close_price 低于 ma10
sh.561790,turnover_amount 低于阈值 20000000
sh.600151,close_price 低于 ma10
sh.688626,ma10 低于 ma20
sz.300893,close_price 低于 ma10
sz.002225,close_price 低于 ma10
sz.002267,close_price 低于 ma10
sz.000672,close_price 低于 ma10
sz.301617,close_price 低于 ma10
sz.002174,close_price 低于 ma10
sh.600064,ma10 低于 ma20
sz.301609,close_price 低于 ma10
sh.688247,ma10 低于 ma20
sh.688323,close_price 低于 ma10
sh.603008,ma10 低于 ma20
sz.000810,ma10 低于 ma20
sz.000686,close_price 低于 ma10
sh.601069,close_price 低于 ma10
sh.600882,ma10 低于 ma20
sh.688207,close_price 低于 ma10
sz.002053,close_price 低于 ma10
sz.301002,close_price 低于 ma10
sz.000591,close_price 低于 ma10
sh.603167,close_price 低于 ma10
sh.688182,close_price 低于 ma10
sz.301353,ma10 低于 ma20
sh.603072,close_price 低于 ma10
sh.688623,close_price 低于 ma10
sh.600674,close_price 低于 ma10
sh.600495,close_price 低于 ma10
sz.000570,close_price 低于 ma10
sh.600469,close_price 低于 ma10
sz.301057,close_price 低于 ma10
sz.300970,close_price 低于 ma10
sz.002748,close_price 低于 ma10
sh.517180,turnover_amount 低于阈值 20000000
sz.000036,close_price 低于 ma10
sz.002289,close_price 低于 ma10
sh.603369,ma10 低于 ma20
sh.000061,close_price 低于 ma10
sh.600571,ma10 低于 ma20
sh.600616,ma10 低于 ma20
sz.002380,close_price 低于 ma10
sh.605090,close_price 低于 ma10
sz.000923,close_price 低于 ma10
sh.603257,close_price 低于 ma10
sh.605180,ma10 低于 ma20
sh.560620,turnover_amount 低于阈值 20000000
sz.301502,ma10 低于 ma20
sh.560810,turnover_amount 低于阈值 20000000
sz.300083,close_price 低于 ma10
sh.000975,close_price 低于 ma10
sz.300428,close_price 低于 ma10
sz.002777,close_price 低于 ma10
sh.600908,ma10 低于 ma20
sh.515150,turnover_amount 低于阈值 20000000
sh.600982,close_price 低于 ma10
sz.159301,turnover_amount 低于阈值 20000000
sh.605016,ma10 低于 ma20
sz.399237,ma10 低于 ma20
sz.301003,ma10 低于 ma20
sh.603039,close_price 低于 ma10
sh.600292,close_price 低于 ma10
sh.515110,turnover_amount 低于阈值 20000000
sh.560700,close_price 低于 ma10
sh.563060,turnover_amount 低于阈值 20000000
sz.300304,close_price 低于 ma10
sh.601003,close_price 低于 ma10
sz.300371,ma10 低于 ma20
sh.515990,turnover_amount 低于阈值 20000000
sz.300833,close_price 低于 ma10
sh.603618,close_price 低于 ma10
sz.002305,ma10 低于 ma20
sh.601107,ma10 低于 ma20
sh.000116,close_price 低于 ma10
sh.603712,close_price 低于 ma10
sz.300765,ma10 低于 ma20
sz.001396,close_price 低于 ma10
sh.603300,close_price 低于 ma10
sz.002998,ma10 低于 ma20
sz.301321,close_price 低于 ma10
sh.600475,close_price 低于 ma10
sz.002959,ma10 低于 ma20
sh.517090,close_price 低于 ma10
sz.301031,close_price 低于 ma10
sh.603027,ma10 低于 ma20
sh.563680,turnover_amount 低于阈值 20000000
sh.515900,turnover_amount 低于阈值 20000000
sz.159127,turnover_amount 低于阈值 20000000
sz.000828,ma10 低于 ma20
sh.510170,close_price 低于 ma10
sh.688351,ma10 低于 ma20
sh.600022,close_price 低于 ma10
sh.600933,ma10 低于 ma20
sh.515680,turnover_amount 低于阈值 20000000
sz.300992,ma10 低于 ma20
sz.002651,close_price 低于 ma10
sh.600259,close_price 低于 ma10
sz.159336,close_price 低于 ma10
sh.600820,ma10 低于 ma20
sh.513140,close_price 低于 ma10
sh.561960,close_price 低于 ma10
sz.300478,close_price 低于 ma10
sz.301668,close_price 低于 ma10
sz.301283,ma10 低于 ma20
sz.002160,close_price 低于 ma10
sh.688598,ma10 低于 ma20
sh.516530,close_price 低于 ma10
sz.001319,close_price 低于 ma10
sz.001360,close_price 低于 ma10
sh.513830,close_price 低于 ma10
sh.600917,close_price 低于 ma10
sh.600596,close_price 低于 ma10
sz.159827,turnover_amount 低于阈值 20000000
sz.159719,turnover_amount 低于阈值 20000000
sh.601928,ma10 低于 ma20
sz.300398,close_price 低于 ma10
sz.159616,turnover_amount 低于阈值 20000000
sh.515600,turnover_amount 低于阈值 20000000
sz.159331,close_price 低于 ma10
sz.002817,ma10 低于 ma20
sh.600262,close_price 低于 ma10
sh.516460,turnover_amount 低于阈值 20000000
sh.560070,close_price 低于 ma10
sz.159974,turnover_amount 低于阈值 20000000
sz.159225,turnover_amount 低于阈值 20000000
sh.560190,turnover_amount 低于阈值 20000000
sz.002304,ma10 低于 ma20
sz.301202,close_price 低于 ma10
sh.603336,close_price 低于 ma10
sh.563580,turnover_amount 低于阈值 20000000
sz.300528,close_price 低于 ma10
sz.002595,close_price 低于 ma10
sh.600302,close_price 低于 ma10
sh.688169,close_price 低于 ma10
sh.563990,turnover_amount 低于阈值 20000000
sh.603236,close_price 低于 ma10
sz.000004,ma10 低于 ma20
sz.000776,close_price 低于 ma10
sh.561870,turnover_amount 低于阈值 20000000
sz.159229,turnover_amount 低于阈值 20000000
sh.605166,ma10 低于 ma20
sh.510410,close_price 低于 ma10
sh.513230,close_price 低于 ma10
sz.301236,close_price 低于 ma10
sz.002645,ma10 低于 ma20
sh.563620,turnover_amount 低于阈值 20000000
sz.301318,ma10 低于 ma20
sh.530880,close_price 低于 ma10
sh.563780,turnover_amount 低于阈值 20000000
sh.513590,close_price 低于 ma10
sz.002340,close_price 低于 ma10
sh.563830,turnover_amount 低于阈值 20000000
sh.688517,close_price 低于 ma10
sz.159236,turnover_amount 低于阈值 20000000
sh.510720,close_price 低于 ma10
sz.159335,turnover_amount 低于阈值 20000000
sz.001390,ma10 低于 ma20
sz.159277,close_price 低于 ma10
sz.002694,ma10 低于 ma20
sh.688151,close_price 低于 ma10
sz.159119,turnover_amount 低于阈值 20000000
sh.513820,close_price 低于 ma10
sz.159285,close_price 低于 ma10
sz.159735,close_price 低于 ma10
sh.601366,close_price 低于 ma10
sz.159276,turnover_amount 低于阈值 20000000
sh.513070,close_price 低于 ma10
sh.516910,close_price 低于 ma10
sh.563770,turnover_amount 低于阈值 20000000
sz.159223,turnover_amount 低于阈值 20000000
sz.159515,close_price 低于 ma10
sz.301459,ma10 低于 ma20
sh.603466,close_price 低于 ma10
sh.603637,close_price 低于 ma10
sh.563890,close_price 低于 ma10
sz.301131,ma10 低于 ma20
sz.300538,ma10 低于 ma20
sz.300879,ma10 低于 ma20
sz.300420,close_price 低于 ma10
sh.561800,close_price 低于 ma10
sh.603969,close_price 低于 ma10
sh.512130,turnover_amount 低于阈值 20000000
sh.561080,turnover_amount 低于阈值 20000000
sz.159608,close_price 低于 ma10
sh.688620,ma10 低于 ma20
sz.159302,close_price 低于 ma10
sz.002105,close_price 低于 ma10
sz.300541,ma10 低于 ma20
sz.300771,ma10 低于 ma20
sz.002119,ma10 低于 ma20
sz.002008,close_price 低于 ma10
sz.159671,close_price 低于 ma10
sh.563180,close_price 低于 ma10
sz.301261,ma10 低于 ma20
sz.002792,close_price 低于 ma10
sz.002033,ma10 低于 ma20
sh.688318,ma10 低于 ma20
sh.600901,ma10 低于 ma20
sz.159265,close_price 低于 ma10
sz.300434,ma10 低于 ma20
sz.159245,close_price 低于 ma10
sh.603500,close_price 低于 ma10
sh.562800,close_price 低于 ma10
sz.301309,ma10 低于 ma20
sz.000525,close_price 低于 ma10
sz.002026,close_price 低于 ma10
sz.301388,close_price 低于 ma10
sz.159743,turnover_amount 低于阈值 20000000
sh.688696,ma10 低于 ma20
sh.518880,close_price 低于 ma10
sh.516750,close_price 低于 ma10
sh.601311,ma10 低于 ma20
sh.515890,close_price 低于 ma10
sz.159934,close_price 低于 ma10
sz.001282,close_price 低于 ma10
sh.688103,ma10 低于 ma20
sh.561060,close_price 低于 ma10
sh.688046,ma10 低于 ma20
sh.518660,close_price 低于 ma10
sh.688286,close_price 低于 ma10
sh.518680,close_price 低于 ma10
sz.301590,ma10 低于 ma20
sh.603207,ma10 低于 ma20
sz.002320,close_price 低于 ma10
sz.300510,close_price 低于 ma10
sz.000715,ma10 低于 ma20
sh.600990,close_price 低于 ma10
sz.159831,close_price 低于 ma10
sh.518800,close_price 低于 ma10
sz.002349,ma10 低于 ma20
sz.159937,close_price 低于 ma10
sz.300190,ma10 低于 ma20
sh.561580,close_price 低于 ma10
sh.518600,close_price 低于 ma10
sh.518860,close_price 低于 ma10
sz.159731,close_price 低于 ma10
sh.513530,close_price 低于 ma10
sh.518890,close_price 低于 ma10
sz.003010,ma10 低于 ma20
sh.510880,close_price 低于 ma10
sz.159581,close_price 低于 ma10
sz.399248,close_price 低于 ma10
sz.159332,close_price 低于 ma10
sz.159268,close_price 低于 ma10
sz.159812,close_price 低于 ma10
sh.688665,close_price 低于 ma10
sh.518850,close_price 低于 ma10
sh.515080,close_price 低于 ma10
sz.159589,close_price 低于 ma10
sh.516570,close_price 低于 ma10
sh.515180,close_price 低于 ma10
sz.159834,close_price 低于 ma10
sz.300762,close_price 低于 ma10
sh.600510,close_price 低于 ma10
sh.560860,close_price 低于 ma10
sz.159830,close_price 低于 ma10
sz.000756,ma10 低于 ma20
sh.560020,close_price 低于 ma10
sz.301567,close_price 低于 ma10
sz.301188,ma10 低于 ma20
sh.603678,close_price 低于 ma10
sz.159275,turnover_amount 低于阈值 20000000
sh.600865,close_price 低于 ma10
sz.159355,turnover_amount 低于阈值 20000000
sh.562330,turnover_amount 低于阈值 20000000
sh.601877,close_price 低于 ma10
sh.600201,ma10 低于 ma20
sh.560120,close_price 低于 ma10
sz.301616,ma10 低于 ma20
sh.603020,ma10 低于 ma20
sz.301379,ma10 低于 ma20
sh.563690,turnover_amount 低于阈值 20000000
sz.159162,close_price 低于 ma10
sz.002821,ma10 低于 ma20
sz.301517,close_price 低于 ma10
sh.603681,close_price 低于 ma10
sh.601211,close_price 低于 ma10
sz.159138,turnover_amount 低于阈值 20000000
sh.563510,turnover_amount 低于阈值 20000000
sz.000663,close_price 低于 ma10
sh.516890,close_price 低于 ma10
sz.002960,ma10 低于 ma20
sz.001223,close_price 低于 ma10
sz.301062,close_price 低于 ma10
sh.516760,turnover_amount 低于阈值 20000000
sh.600463,close_price 低于 ma10
sz.002262,close_price 低于 ma10
sz.159281,close_price 低于 ma10
sz.159944,close_price 低于 ma10
sh.513910,close_price 低于 ma10
sh.688045,ma10 低于 ma20
sz.159685,turnover_amount 低于阈值 20000000
sz.159143,close_price 低于 ma10
sz.301256,close_price 低于 ma10
sh.563590,turnover_amount 低于阈值 20000000
sz.301289,close_price 低于 ma10
sh.600686,ma10 低于 ma20
sz.000935,close_price 低于 ma10
sz.000691,close_price 低于 ma10
sz.159549,close_price 低于 ma10
sh.516360,close_price 低于 ma10
sz.399420,close_price 低于 ma10
sz.301047,ma10 低于 ma20
sh.688777,close_price 低于 ma10
sz.159525,turnover_amount 低于阈值 20000000
sz.002601,close_price 低于 ma10
sh.600526,close_price 低于 ma10
sh.562900,turnover_amount 低于阈值 20000000
sz.159266,close_price 低于 ma10
sh.688633,close_price 低于 ma10
sz.002210,close_price 低于 ma10
sh.600609,ma10 低于 ma20
sh.512530,close_price 低于 ma10
sz.000630,close_price 低于 ma10
sh.563700,turnover_amount 低于阈值 20000000
sz.159787,close_price 低于 ma10
sh.600501,close_price 低于 ma10
sz.002807,ma10 低于 ma20
sz.002565,close_price 低于 ma10
sz.159745,close_price 低于 ma10
sh.561330,close_price 低于 ma10
sh.512690,close_price 低于 ma10
sh.516230,turnover_amount 低于阈值 20000000
sh.513800,close_price 低于 ma10
sz.159595,ma10 低于 ma20
sz.159703,close_price 低于 ma10
sh.560520,turnover_amount 低于阈值 20000000
sz.159870,close_price 低于 ma10
sh.561680,turnover_amount 低于阈值 20000000
sz.300447,close_price 低于 ma10
sh.600477,close_price 低于 ma10
sz.159542,turnover_amount 低于阈值 20000000
sh.601116,close_price 低于 ma10
sh.588160,close_price 低于 ma10
sz.001386,close_price 低于 ma10
sh.517330,turnover_amount 低于阈值 20000000
sh.600458,ma10 低于 ma20
sh.600720,ma10 低于 ma20
sz.159333,close_price 低于 ma10
sz.002295,close_price 低于 ma10
sh.517880,close_price 低于 ma10
sh.516020,close_price 低于 ma10
sh.688127,close_price 低于 ma10
sh.516220,close_price 低于 ma10
sh.563980,turnover_amount 低于阈值 20000000
sz.002003,ma10 低于 ma20
sh.688038,close_price 低于 ma10
sz.001220,ma10 低于 ma20
sh.512240,ma10 低于 ma20
sh.516180,turnover_amount 低于阈值 20000000
sz.159296,turnover_amount 低于阈值 20000000
sz.159876,close_price 低于 ma10
sz.000938,ma10 低于 ma20
sh.601811,ma10 低于 ma20
sh.560150,turnover_amount 低于阈值 20000000
sh.688807,close_price 低于 ma10
sh.600992,close_price 低于 ma10
sh.688392,close_price 低于 ma10
sz.300149,ma10 低于 ma20
sh.516710,close_price 低于 ma10
sh.513080,close_price 低于 ma10
sh.516120,close_price 低于 ma10
sh.516550,turnover_amount 低于阈值 20000000
sz.159592,ma10 低于 ma20
sz.003029,close_price 低于 ma10
sh.601136,close_price 低于 ma10
sz.002217,close_price 低于 ma10
sz.159642,turnover_amount 低于阈值 20000000
sh.605488,ma10 低于 ma20
sh.563030,turnover_amount 低于阈值 20000000
sz.159811,turnover_amount 低于阈值 20000000
sz.159133,close_price 低于 ma10
sh.562910,turnover_amount 低于阈值 20000000
sz.159207,close_price 低于 ma10
sz.159690,close_price 低于 ma10
sz.000541,ma10 低于 ma20
sh.603079,ma10 低于 ma20
sh.515290,ma10 低于 ma20
sh.560890,turnover_amount 低于阈值 20000000
sh.510020,close_price 低于 ma10
sh.516310,ma10 低于 ma20
sz.159677,turnover_amount 低于阈值 20000000
sh.688261,close_price 低于 ma10
sh.512960,turnover_amount 低于阈值 20000000
sh.512800,ma10 低于 ma20
sz.001306,close_price 低于 ma10
sh.688337,close_price 低于 ma10
sh.563000,ma10 低于 ma20
sz.159601,ma10 低于 ma20
sh.563600,close_price 低于 ma10
sz.002346,close_price 低于 ma10
sh.512400,close_price 低于 ma10
sh.600980,close_price 低于 ma10
sh.513630,close_price 低于 ma10
sh.588350,ma10 低于 ma20
sz.159129,close_price 低于 ma10
sz.159906,turnover_amount 低于阈值 20000000
sh.603650,close_price 低于 ma10
sh.516960,turnover_amount 低于阈值 20000000
sh.563280,close_price 低于 ma10
sh.510530,close_price 低于 ma10
sh.512260,close_price 低于 ma10
sh.560950,close_price 低于 ma10
sz.300389,close_price 低于 ma10
sz.002985,close_price 低于 ma10
sz.300261,ma10 低于 ma20
sz.159641,turnover_amount 低于阈值 20000000
sh.563050,turnover_amount 低于阈值 20000000
sh.510650,close_price 低于 ma10
sh.560680,ma10 低于 ma20
sz.159136,ma10 低于 ma20
sz.002261,close_price 低于 ma10
sh.512730,ma10 低于 ma20
sh.516650,close_price 低于 ma10
sz.300470,close_price 低于 ma10
sh.515720,close_price 低于 ma10
sh.517900,close_price 低于 ma10
sh.588010,close_price 低于 ma10
sz.301314,close_price 低于 ma10
sz.159969,turnover_amount 低于阈值 20000000
sh.688006,ma10 低于 ma20
sh.515170,close_price 低于 ma10
sz.159228,turnover_amount 低于阈值 20000000
sz.159940,close_price 低于 ma10
sh.000001,close_price 低于 ma10
sh.000002,close_price 低于 ma10
sh.000004,close_price 低于 ma10
sh.000005,close_price 低于 ma10
sh.000006,close_price 低于 ma10
sh.000008,close_price 低于 ma10
sh.000009,close_price 低于 ma10
sh.000010,close_price 低于 ma10
sh.000011,close_price 低于 ma10
sh.000015,close_price 低于 ma10
sh.000016,close_price 低于 ma10
sh.000017,close_price 低于 ma10
sh.000018,close_price 低于 ma10
sh.000026,close_price 低于 ma10
sh.000028,close_price 低于 ma10
sh.000029,close_price 低于 ma10
sh.000030,close_price 低于 ma10
sh.000033,close_price 低于 ma10
sh.000035,close_price 低于 ma10
sh.000036,close_price 低于 ma10
sh.000037,ma10 低于 ma20
sh.000038,close_price 低于 ma10
sh.000039,close_price 低于 ma10
sh.000043,close_price 低于 ma10
sh.000044,close_price 低于 ma10
sh.000045,close_price 低于 ma10
sh.000046,close_price 低于 ma10
sh.000047,close_price 低于 ma10
sh.000048,ma10 低于 ma20
sh.000050,close_price 低于 ma10
sh.000052,close_price 低于 ma10
sh.000053,close_price 低于 ma10
sh.000054,close_price 低于 ma10
sh.000057,close_price 低于 ma10
sh.000058,close_price 低于 ma10
sh.000059,close_price 低于 ma10
sh.000060,close_price 低于 ma10
sh.000062,close_price 低于 ma10
sh.000063,close_price 低于 ma10
sh.000064,ma10 低于 ma20
sh.000065,close_price 低于 ma10
sh.000066,close_price 低于 ma10
sh.000067,close_price 低于 ma10
sh.000068,close_price 低于 ma10
sh.000069,close_price 低于 ma10
sh.000070,close_price 低于 ma10
sh.000071,close_price 低于 ma10
sh.000073,close_price 低于 ma10
sh.000074,close_price 低于 ma10
sh.000075,ma10 低于 ma20
sh.000076,close_price 低于 ma10
sh.000077,close_price 低于 ma10
sh.000090,close_price 低于 ma10
sh.000092,close_price 低于 ma10
sh.000093,close_price 低于 ma10
sh.000094,close_price 低于 ma10
sh.000095,close_price 低于 ma10
sh.000096,close_price 低于 ma10
sh.000098,close_price 低于 ma10
sh.000099,close_price 低于 ma10
sh.000100,close_price 低于 ma10
sh.000102,close_price 低于 ma10
sh.000103,close_price 低于 ma10
sh.000105,close_price 低于 ma10
sh.000107,close_price 低于 ma10
sh.000108,close_price 低于 ma10
sh.000109,close_price 低于 ma10
sh.000110,close_price 低于 ma10
sh.000111,close_price 低于 ma10
sh.000115,close_price 低于 ma10
sh.000117,close_price 低于 ma10
sh.000118,close_price 低于 ma10
sh.000119,close_price 低于 ma10
sh.000120,close_price 低于 ma10
sh.000121,ma10 低于 ma20
sh.000123,close_price 低于 ma10
sh.000126,close_price 低于 ma10
sh.000128,close_price 低于 ma10
sh.000130,close_price 低于 ma10
sh.000131,ma10 低于 ma20
sh.000132,close_price 低于 ma10
sh.000135,close_price 低于 ma10
sh.000137,close_price 低于 ma10
sh.000138,close_price 低于 ma10
sh.000141,close_price 低于 ma10
sh.000142,close_price 低于 ma10
sh.000145,close_price 低于 ma10
sh.000147,ma10 低于 ma20
sh.000148,ma10 低于 ma20
sh.000150,close_price 低于 ma10
sh.000151,close_price 低于 ma10
sh.000155,close_price 低于 ma10
sh.000158,ma10 低于 ma20
sh.000159,close_price 低于 ma10
sh.000162,close_price 低于 ma10
sh.000300,close_price 低于 ma10
sh.000802,close_price 低于 ma10
sh.000805,close_price 低于 ma10
sh.000806,ma10 低于 ma20
sh.000807,close_price 低于 ma10
sh.000808,ma10 低于 ma20
sh.000814,ma10 低于 ma20
sh.000816,close_price 低于 ma10
sh.000819,close_price 低于 ma10
sh.000821,close_price 低于 ma10
sh.000823,close_price 低于 ma10
sh.000828,close_price 低于 ma10
sh.000841,ma10 低于 ma20
sh.000842,close_price 低于 ma10
sh.000846,close_price 低于 ma10
sh.000847,close_price 低于 ma10
sh.000849,close_price 低于 ma10
sh.000854,close_price 低于 ma10
sh.000855,close_price 低于 ma10
sh.000857,ma10 低于 ma20
sh.000858,close_price 低于 ma10
sh.000901,close_price 低于 ma10
sh.000903,close_price 低于 ma10
sh.000904,close_price 低于 ma10
sh.000905,close_price 低于 ma10
sh.000906,close_price 低于 ma10
sh.000909,close_price 低于 ma10
sh.000911,close_price 低于 ma10
sh.000912,close_price 低于 ma10
sh.000913,ma10 低于 ma20
sh.000914,close_price 低于 ma10
sh.000918,ma10 低于 ma20
sh.000919,close_price 低于 ma10
sh.000922,close_price 低于 ma10
sh.000925,close_price 低于 ma10
sh.000928,close_price 低于 ma10
sh.000931,close_price 低于 ma10
sh.000932,ma10 低于 ma20
sh.000933,ma10 低于 ma20
sh.000934,close_price 低于 ma10
sh.000935,close_price 低于 ma10
sh.000940,close_price 低于 ma10
sh.000944,close_price 低于 ma10
sh.000951,ma10 低于 ma20
sh.000952,close_price 低于 ma10
sh.000957,close_price 低于 ma10
sh.000959,close_price 低于 ma10
sh.000961,close_price 低于 ma10
sh.000963,close_price 低于 ma10
sh.000964,ma10 低于 ma20
sh.000966,close_price 低于 ma10
sh.000969,ma10 低于 ma20
sh.000971,close_price 低于 ma10
sh.000974,close_price 低于 ma10
sh.000977,ma10 低于 ma20
sh.000978,ma10 低于 ma20
sh.000979,close_price 低于 ma10
sh.000982,close_price 低于 ma10
sh.000984,close_price 低于 ma10
sh.000986,close_price 低于 ma10
sh.000987,close_price 低于 ma10
sh.000989,close_price 低于 ma10
sh.000990,ma10 低于 ma20
sh.000991,ma10 低于 ma20
sh.000992,close_price 低于 ma10
sh.000993,close_price 低于 ma10
sh.000998,close_price 低于 ma10
sh.511270,close_price 低于 ma10
sh.513690,close_price 低于 ma10
sh.513950,close_price 低于 ma10
sh.513970,close_price 低于 ma10
sh.520520,close_price 低于 ma10
sh.520550,close_price 低于 ma10
sh.520620,close_price 低于 ma10
sh.520810,close_price 低于 ma10
sh.520890,close_price 低于 ma10
sh.520910,ma10 低于 ma20
sh.560160,ma10 低于 ma20
sh.589230,close_price 低于 ma10
sz.159152,ma10 低于 ma20
sz.159220,close_price 低于 ma10
sz.159247,ma10 低于 ma20
sz.159545,close_price 低于 ma10
sz.159699,close_price 低于 ma10
sz.399003,ma10 低于 ma20
sz.399004,ma10 低于 ma20
sz.399006,ma10 低于 ma20
sz.399012,ma10 低于 ma20
sz.399102,ma10 低于 ma20
sz.399103,ma10 低于 ma20
sz.399108,ma10 低于 ma20
sz.399232,close_price 低于 ma10
sz.399239,ma10 低于 ma20
sz.399241,close_price 低于 ma10
sz.399243,ma10 低于 ma20
sz.399300,close_price 低于 ma10
sz.399306,ma10 低于 ma20
sz.399310,ma10 低于 ma20
sz.399313,ma10 低于 ma20
sz.399314,close_price 低于 ma10
sz.399318,close_price 低于 ma10
sz.399319,close_price 低于 ma10
sz.399321,close_price 低于 ma10
sz.399322,ma10 低于 ma20
sz.399324,close_price 低于 ma10
sz.399328,ma10 低于 ma20
sz.399330,ma10 低于 ma20
sz.399335,close_price 低于 ma10
sz.399341,ma10 低于 ma20
sz.399348,close_price 低于 ma10
sz.399350,close_price 低于 ma10
sz.399351,close_price 低于 ma10
sz.399352,ma10 低于 ma20
sz.399353,close_price 低于 ma10
sz.399355,close_price 低于 ma10
sz.399356,close_price 低于 ma10
sz.399357,close_price 低于 ma10
sz.399360,close_price 低于 ma10
sz.399361,ma10 低于 ma20
sz.399362,ma10 低于 ma20
sz.399364,ma10 低于 ma20
sz.399366,close_price 低于 ma10
sz.399367,close_price 低于 ma10
sz.399368,close_price 低于 ma10
sz.399369,ma10 低于 ma20
sz.399370,close_price 低于 ma10
sz.399371,close_price 低于 ma10
sz.399372,ma10 低于 ma20
sz.399373,close_price 低于 ma10
sz.399374,close_price 低于 ma10
sz.399375,close_price 低于 ma10
sz.399376,close_price 低于 ma10
sz.399377,close_price 低于 ma10
sz.399378,ma10 低于 ma20
sz.399379,close_price 低于 ma10
sz.399380,close_price 低于 ma10
sz.399382,close_price 低于 ma10
sz.399384,close_price 低于 ma10
sz.399385,ma10 低于 ma20
sz.399386,ma10 低于 ma20
sz.399387,close_price 低于 ma10
sz.399391,close_price 低于 ma10
sz.399393,close_price 低于 ma10
sz.399394,ma10 低于 ma20
sz.399395,close_price 低于 ma10
sz.399396,close_price 低于 ma10
sz.399397,close_price 低于 ma10
sz.399398,ma10 低于 ma20
sz.399399,ma10 低于 ma20
sz.399402,close_price 低于 ma10
sz.399403,ma10 低于 ma20
sz.399405,close_price 低于 ma10
sz.399406,close_price 低于 ma10
sz.399408,close_price 低于 ma10
sz.399409,ma10 低于 ma20
sz.399411,close_price 低于 ma10
sz.399416,ma10 低于 ma20
sz.399418,ma10 低于 ma20
sz.399419,close_price 低于 ma10
sz.399423,close_price 低于 ma10
sz.399431,ma10 低于 ma20
sz.399432,ma10 低于 ma20
sz.399433,close_price 低于 ma10
sz.399434,close_price 低于 ma10
sz.399437,close_price 低于 ma10
sz.399439,close_price 低于 ma10
sz.399440,close_price 低于 ma10
sz.399441,ma10 低于 ma20
sz.399550,ma10 低于 ma20
sz.399552,close_price 低于 ma10
sz.399553,close_price 低于 ma10
sz.399554,ma10 低于 ma20
sz.399555,ma10 低于 ma20
sz.399557,close_price 低于 ma10
sz.399606,ma10 低于 ma20
sz.399611,ma10 低于 ma20
sz.399612,ma10 低于 ma20
sz.399613,close_price 低于 ma10
sz.399614,close_price 低于 ma10
sz.399616,close_price 低于 ma10
sz.399617,ma10 低于 ma20
sz.399618,ma10 低于 ma20
sz.399619,close_price 低于 ma10
sz.399633,close_price 低于 ma10
sz.399635,close_price 低于 ma10
sz.399637,close_price 低于 ma10
sz.399638,ma10 低于 ma20
sz.399640,ma10 低于 ma20
sz.399643,ma10 低于 ma20
sz.399644,close_price 低于 ma10
sz.399645,close_price 低于 ma10
sz.399646,ma10 低于 ma20
sz.399647,ma10 低于 ma20
sz.399648,close_price 低于 ma10
sz.399649,close_price 低于 ma10
sz.399650,close_price 低于 ma10
sz.399651,ma10 低于 ma20
sz.399652,close_price 低于 ma10
sz.399653,ma10 低于 ma20
sz.399654,close_price 低于 ma10
sz.399655,close_price 低于 ma10
sz.399656,ma10 低于 ma20
sz.399657,close_price 低于 ma10
sz.399658,close_price 低于 ma10
sz.399660,ma10 低于 ma20
sz.399661,close_price 低于 ma10
sz.399667,ma10 低于 ma20
sz.399668,ma10 低于 ma20
sz.399671,ma10 低于 ma20
sz.399672,close_price 低于 ma10
sz.399673,ma10 低于 ma20
sz.399674,ma10 低于 ma20
sz.399675,ma10 低于 ma20
sz.399676,ma10 低于 ma20
sz.399677,ma10 低于 ma20
sz.399682,ma10 低于 ma20
sz.399683,close_price 低于 ma10
sz.399684,ma10 低于 ma20
sz.399685,ma10 低于 ma20
sz.399686,close_price 低于 ma10
sz.399701,close_price 低于 ma10
sz.399702,close_price 低于 ma10
sz.399703,close_price 低于 ma10
sz.399704,close_price 低于 ma10
sz.399706,ma10 低于 ma20
sz.399802,close_price 低于 ma10
sz.399803,close_price 低于 ma10
sz.399804,ma10 低于 ma20
sz.399805,close_price 低于 ma10
sz.399809,close_price 低于 ma10
sz.399812,ma10 低于 ma20
sz.399901,close_price 低于 ma10
sz.399903,close_price 低于 ma10
sz.399905,close_price 低于 ma10
sz.399913,ma10 低于 ma20
sz.399914,close_price 低于 ma10
sz.399928,close_price 低于 ma10
sz.399932,ma10 低于 ma20
sz.399933,ma10 低于 ma20
