trade_date,portfolio_rank,code,action,heat_level,score,entry_price,stop_loss,target_price,suggested_shares,suggested_position_pct,expected_loss_amt,expected_profit_amt,reason
2026-03-20,164,sz.002063,正常跟踪,正常,-64.0,7.06,6.71,7.77,100,0.0007,35.0,71.0,主趋势过滤
2026-03-20,172,sz.002256,正常跟踪,正常,-72.0,3.88,3.69,4.27,200,0.0008,38.0,78.0,主趋势过滤
2026-03-20,175,sh.603077,正常跟踪,正常,-75.0,3.16,3.0,3.48,200,0.0006,32.0,64.0,主趋势过滤
2026-03-20,181,sz.300135,正常跟踪,正常,-81.0,4.63,4.4,5.09,100,0.0005,23.0,46.0,主趋势过滤
2026-03-20,186,sh.601077,正常跟踪,正常,-86.0,7.04,6.69,7.74,100,0.0007,35.0,70.0,主趋势过滤
2026-03-20,187,sz.002135,正常跟踪,正常,-87.0,7.2,6.84,7.92,100,0.0007,36.0,72.0,主趋势过滤
2026-03-20,196,sz.002483,正常跟踪,正常,-96.0,8.0,7.6,8.8,100,0.0008,40.0,80.0,主趋势过滤
2026-03-20,197,sz.000967,正常跟踪,正常,-97.0,8.85,8.41,9.74,100,0.0009,44.0,89.0,主趋势过滤
2026-03-20,202,sz.000601,正常跟踪,正常,-102.0,6.3,5.98,6.93,100,0.0006,32.0,63.0,主趋势过滤
2026-03-20,204,sz.000516,正常跟踪,正常,-104.0,5.14,4.88,5.65,100,0.0005,26.0,51.0,主趋势过滤
2026-03-20,211,sh.601016,正常跟踪,正常,-111.0,4.14,3.93,4.55,200,0.0008,42.0,82.0,主趋势过滤
2026-03-20,216,sz.300185,正常跟踪,正常,-116.0,3.94,3.74,4.33,200,0.0008,40.0,78.0,主趋势过滤
2026-03-20,222,sh.601991,正常跟踪,正常,-122.0,4.33,4.11,4.76,200,0.0009,44.0,86.0,主趋势过滤
2026-03-20,227,sh.600428,正常跟踪,正常,-127.0,8.49,8.07,9.34,100,0.0008,42.0,85.0,主趋势过滤
2026-03-20,229,sz.300072,正常跟踪,正常,-129.0,5.69,5.41,6.26,100,0.0006,28.0,57.0,主趋势过滤
2026-03-20,231,sh.601398,正常跟踪,正常,-131.0,7.25,6.89,7.98,100,0.0007,36.0,73.0,主趋势过滤
2026-03-20,238,sh.600527,正常跟踪,正常,-138.0,2.6,2.47,2.86,300,0.0008,39.0,78.0,主趋势过滤
2026-03-20,244,sh.601728,正常跟踪,正常,-144.0,6.11,5.8,6.72,100,0.0006,31.0,61.0,主趋势过滤
2026-03-20,258,sz.159326,正常跟踪,正常,-158.0,2.12,2.01,2.33,400,0.0008,44.0,84.0,主趋势过滤
2026-03-20,260,sh.601988,正常跟踪,正常,-160.0,5.4,5.13,5.94,100,0.0005,27.0,54.0,主趋势过滤
2026-03-20,261,sh.601778,正常跟踪,正常,-161.0,5.38,5.11,5.92,100,0.0005,27.0,54.0,主趋势过滤
2026-03-20,274,sz.002263,正常跟踪,正常,-174.0,3.67,3.49,4.04,200,0.0007,36.0,74.0,主趋势过滤
2026-03-20,276,sh.601139,正常跟踪,正常,-176.0,7.49,7.12,8.24,100,0.0007,37.0,75.0,主趋势过滤
2026-03-20,277,sh.601218,正常跟踪,正常,-177.0,7.21,6.85,7.93,100,0.0007,36.0,72.0,主趋势过滤
2026-03-20,278,sz.002753,正常跟踪,正常,-178.0,8.09,7.69,8.9,100,0.0008,40.0,81.0,主趋势过滤
2026-03-20,281,sh.601916,正常跟踪,正常,-181.0,3.1,2.94,3.41,200,0.0006,32.0,62.0,主趋势过滤
2026-03-20,286,sz.159320,正常跟踪,正常,-186.0,2.27,2.16,2.5,300,0.0007,33.0,69.0,主趋势过滤
2026-03-20,288,sh.600110,正常跟踪,正常,-188.0,8.37,7.95,9.21,100,0.0008,42.0,84.0,主趋势过滤
2026-03-20,289,sz.002382,正常跟踪,正常,-189.0,7.81,7.42,8.59,100,0.0008,39.0,78.0,主趋势过滤
2026-03-20,290,sz.002132,正常跟踪,正常,-190.0,3.98,3.78,4.38,200,0.0008,40.0,80.0,主趋势过滤
2026-03-20,294,sh.561380,正常跟踪,正常,-194.0,2.27,2.16,2.5,300,0.0007,33.0,69.0,主趋势过滤
2026-03-20,295,sz.000088,正常跟踪,正常,-195.0,4.68,4.45,5.15,100,0.0005,23.0,47.0,主趋势过滤
2026-03-20,309,sh.515220,正常跟踪,正常,-209.0,1.23,1.17,1.35,700,0.0009,42.0,84.0,主趋势过滤
2026-03-20,311,sz.002616,正常跟踪,正常,-211.0,6.16,5.85,6.78,100,0.0006,31.0,62.0,主趋势过滤
2026-03-20,312,sh.601975,正常跟踪,正常,-212.0,4.81,4.57,5.29,100,0.0005,24.0,48.0,主趋势过滤
2026-03-20,313,sz.159667,正常跟踪,正常,-213.0,2.03,1.93,2.23,400,0.0008,40.0,80.0,主趋势过滤
2026-03-20,315,sh.600468,正常跟踪,正常,-215.0,8.59,8.16,9.45,100,0.0009,43.0,86.0,主趋势过滤
2026-03-20,316,sz.159663,正常跟踪,正常,-216.0,2.01,1.91,2.21,400,0.0008,40.0,80.0,主趋势过滤
2026-03-20,318,sz.002620,正常跟踪,正常,-218.0,7.21,6.85,7.93,100,0.0007,36.0,72.0,主趋势过滤
2026-03-20,329,sz.159146,正常跟踪,正常,-229.0,1.11,1.05,1.22,800,0.0009,48.0,88.0,主趋势过滤
2026-03-20,332,sz.159158,正常跟踪,正常,-232.0,1.1,1.04,1.21,800,0.0009,48.0,88.0,主趋势过滤
2026-03-20,335,sh.601169,正常跟踪,正常,-235.0,5.49,5.22,6.04,100,0.0005,27.0,55.0,主趋势过滤
2026-03-20,336,sz.159611,正常跟踪,正常,-236.0,1.15,1.09,1.26,700,0.0008,42.0,77.0,主趋势过滤
2026-03-20,338,sh.561560,正常跟踪,正常,-238.0,1.39,1.32,1.53,600,0.0008,42.0,84.0,主趋势过滤
2026-03-20,341,sh.562550,正常跟踪,正常,-241.0,1.24,1.18,1.36,700,0.0009,42.0,84.0,主趋势过滤
2026-03-20,342,sz.002100,正常跟踪,正常,-242.0,7.84,7.45,8.62,100,0.0008,39.0,78.0,主趋势过滤
2026-03-20,344,sz.159625,正常跟踪,正常,-244.0,1.35,1.28,1.49,600,0.0008,42.0,84.0,主趋势过滤
2026-03-20,346,sh.601328,正常跟踪,正常,-246.0,6.87,6.53,7.56,100,0.0007,34.0,69.0,主趋势过滤
2026-03-20,348,sh.600791,正常跟踪,正常,-248.0,8.51,8.08,9.36,100,0.0009,43.0,85.0,主趋势过滤
2026-03-20,349,sz.159985,正常跟踪,正常,-249.0,2.18,2.07,2.4,400,0.0009,44.0,88.0,主趋势过滤
2026-03-20,352,sz.159981,正常跟踪,正常,-252.0,1.48,1.41,1.63,600,0.0009,42.0,90.0,主趋势过滤
2026-03-20,356,sh.600080,正常跟踪,正常,-256.0,8.66,8.23,9.53,100,0.0009,43.0,87.0,主趋势过滤
2026-03-20,362,sz.002360,正常跟踪,正常,-262.0,6.63,6.3,7.29,100,0.0007,33.0,66.0,主趋势过滤
2026-03-20,364,sz.002528,正常跟踪,正常,-264.0,3.56,3.38,3.92,200,0.0007,36.0,72.0,主趋势过滤
2026-03-20,365,sz.002102,正常跟踪,正常,-265.0,3.6,3.42,3.96,200,0.0007,36.0,72.0,主趋势过滤
2026-03-20,367,sz.159569,正常跟踪,正常,-267.0,1.46,1.39,1.61,600,0.0009,42.0,90.0,主趋势过滤
2026-03-20,370,sh.600011,正常跟踪,正常,-270.0,7.64,7.26,8.4,100,0.0008,38.0,76.0,主趋势过滤
2026-03-20,372,sh.603363,正常跟踪,正常,-272.0,4.48,4.26,4.93,100,0.0004,22.0,45.0,主趋势过滤
2026-03-20,373,sh.600575,正常跟踪,正常,-273.0,3.99,3.79,4.39,200,0.0008,40.0,80.0,主趋势过滤
2026-03-20,376,sh.601006,正常跟踪,正常,-276.0,5.33,5.06,5.86,100,0.0005,27.0,53.0,主趋势过滤
2026-03-20,377,sh.601101,正常跟踪,正常,-277.0,8.87,8.43,9.76,100,0.0009,44.0,89.0,主趋势过滤
2026-03-20,378,sz.159566,正常跟踪,正常,-278.0,2.28,2.17,2.51,300,0.0007,33.0,69.0,主趋势过滤
2026-03-20,379,sh.600222,正常跟踪,正常,-279.0,7.51,7.13,8.26,100,0.0008,38.0,75.0,主趋势过滤
2026-03-20,380,sh.600368,正常跟踪,正常,-280.0,4.06,3.86,4.47,200,0.0008,40.0,82.0,主趋势过滤
2026-03-20,383,sh.600157,正常跟踪,正常,-283.0,1.91,1.81,2.1,400,0.0008,40.0,76.0,主趋势过滤
2026-03-20,385,sz.002511,正常跟踪,正常,-285.0,8.85,8.41,9.74,100,0.0009,44.0,89.0,主趋势过滤
2026-03-20,389,sz.000958,正常跟踪,正常,-289.0,6.79,6.45,7.47,100,0.0007,34.0,68.0,主趋势过滤
2026-03-20,390,sh.520900,正常跟踪,正常,-290.0,1.13,1.07,1.24,700,0.0008,42.0,77.0,主趋势过滤
2026-03-20,394,sz.159232,正常跟踪,正常,-294.0,1.41,1.34,1.55,600,0.0008,42.0,84.0,主趋势过滤
2026-03-20,395,sh.563760,正常跟踪,正常,-295.0,1.37,1.3,1.51,600,0.0008,42.0,84.0,主趋势过滤
2026-03-20,396,sz.159201,正常跟踪,正常,-296.0,1.39,1.32,1.53,600,0.0008,42.0,84.0,主趋势过滤
2026-03-20,397,sz.000690,正常跟踪,正常,-297.0,4.82,4.58,5.3,100,0.0005,24.0,48.0,主趋势过滤
2026-03-20,400,sz.300335,正常跟踪,正常,-300.0,7.7,7.31,8.47,100,0.0008,39.0,77.0,主趋势过滤
2026-03-20,401,sh.600582,正常跟踪,正常,-301.0,6.15,5.84,6.77,100,0.0006,31.0,62.0,主趋势过滤
2026-03-20,402,sh.563390,正常跟踪,正常,-302.0,1.43,1.36,1.57,600,0.0009,42.0,84.0,主趋势过滤
2026-03-20,405,sz.159235,正常跟踪,正常,-305.0,1.43,1.36,1.57,600,0.0009,42.0,84.0,主趋势过滤
2026-03-20,406,sz.159222,正常跟踪,正常,-306.0,1.48,1.41,1.63,600,0.0009,42.0,90.0,主趋势过滤
2026-03-20,407,sz.159825,正常跟踪,正常,-307.0,0.89,0.85,0.98,900,0.0008,36.0,81.0,主趋势过滤
2026-03-20,408,sh.600666,正常跟踪,正常,-308.0,4.23,4.02,4.65,200,0.0008,42.0,84.0,主趋势过滤
2026-03-20,409,sh.601669,正常跟踪,正常,-309.0,6.47,6.15,7.12,100,0.0006,32.0,65.0,主趋势过滤
2026-03-20,410,sh.520660,正常跟踪,正常,-310.0,1.11,1.05,1.22,800,0.0009,48.0,88.0,主趋势过滤
2026-03-20,411,sz.159263,正常跟踪,正常,-311.0,1.22,1.16,1.34,700,0.0009,42.0,84.0,主趋势过滤
2026-03-20,413,sz.159698,正常跟踪,正常,-313.0,1.18,1.12,1.3,700,0.0008,42.0,84.0,主趋势过滤
2026-03-20,414,sh.520990,正常跟踪,正常,-314.0,1.09,1.04,1.2,800,0.0009,40.0,88.0,主趋势过滤
2026-03-20,416,sh.515300,正常跟踪,正常,-316.0,1.34,1.27,1.47,600,0.0008,42.0,78.0,主趋势过滤
2026-03-20,417,sz.002386,正常跟踪,正常,-317.0,6.27,5.96,6.9,100,0.0006,31.0,63.0,主趋势过滤
2026-03-20,419,sh.516970,正常跟踪,正常,-319.0,1.28,1.22,1.41,600,0.0008,36.0,78.0,主趋势过滤
2026-03-20,420,sz.159547,正常跟踪,正常,-320.0,1.23,1.17,1.35,700,0.0009,42.0,84.0,主趋势过滤
2026-03-20,422,sh.513310,正常跟踪,正常,-322.0,4.13,3.92,4.54,200,0.0008,42.0,82.0,主趋势过滤
2026-03-20,425,sh.600033,正常跟踪,正常,-325.0,3.86,3.67,4.25,200,0.0008,38.0,78.0,主趋势过滤
2026-03-20,426,sh.563020,正常跟踪,正常,-326.0,1.21,1.15,1.33,700,0.0008,42.0,84.0,主趋势过滤
2026-03-20,427,sz.000809,正常跟踪,正常,-327.0,3.78,3.59,4.16,200,0.0008,38.0,76.0,主趋势过滤
2026-03-20,430,sz.159307,正常跟踪,正常,-330.0,1.09,1.04,1.2,800,0.0009,40.0,88.0,主趋势过滤
2026-03-20,431,sh.601868,正常跟踪,正常,-331.0,3.43,3.26,3.77,200,0.0007,34.0,68.0,主趋势过滤
2026-03-20,433,sh.512040,正常跟踪,正常,-333.0,1.27,1.21,1.4,600,0.0008,36.0,78.0,主趋势过滤
2026-03-20,434,sh.512890,正常跟踪,正常,-334.0,1.19,1.13,1.31,700,0.0008,42.0,84.0,主趋势过滤
2026-03-20,435,sh.515100,正常跟踪,正常,-335.0,1.47,1.4,1.62,600,0.0009,42.0,90.0,主趋势过滤
2026-03-20,436,sh.515450,正常跟踪,正常,-336.0,1.43,1.36,1.57,600,0.0009,42.0,84.0,主趋势过滤
2026-03-20,437,sh.560280,正常跟踪,正常,-337.0,1.84,1.75,2.02,400,0.0007,36.0,72.0,主趋势过滤
2026-03-20,439,sz.159840,正常跟踪,正常,-339.0,0.88,0.84,0.97,1000,0.0009,40.0,90.0,主趋势过滤
2026-03-20,440,sh.601222,正常跟踪,正常,-340.0,6.54,6.21,7.19,100,0.0007,33.0,65.0,主趋势过滤
2026-03-20,441,sz.159865,正常跟踪,正常,-341.0,0.65,0.62,0.72,1300,0.0008,39.0,91.0,主趋势过滤
2026-03-20,445,sh.560170,正常跟踪,正常,-345.0,1.17,1.11,1.29,700,0.0008,42.0,84.0,主趋势过滤
2026-03-20,450,sz.159259,正常跟踪,正常,-350.0,1.13,1.07,1.24,700,0.0008,42.0,77.0,主趋势过滤
2026-03-20,620,sz.002999,正常跟踪,正常,-520.0,7.88,7.49,8.67,100,0.0008,39.0,79.0,主趋势过滤
2026-03-20,621,sh.516160,正常跟踪,正常,-521.0,3.14,2.98,3.45,200,0.0006,32.0,62.0,主趋势过滤
2026-03-20,622,sz.159857,正常跟踪,正常,-522.0,0.99,0.94,1.09,800,0.0008,40.0,80.0,主趋势过滤
2026-03-20,624,sz.159399,正常跟踪,正常,-524.0,1.22,1.16,1.34,700,0.0009,42.0,84.0,主趋势过滤
2026-03-20,627,sz.159875,正常跟踪,正常,-527.0,0.74,0.7,0.81,1200,0.0009,48.0,84.0,主趋势过滤
2026-03-20,628,sz.159583,正常跟踪,正常,-528.0,1.4,1.33,1.54,600,0.0008,42.0,84.0,主趋势过滤
2026-03-20,632,sh.563300,正常跟踪,正常,-532.0,1.55,1.47,1.71,500,0.0008,40.0,80.0,主趋势过滤
2026-03-20,633,sz.159732,正常跟踪,正常,-533.0,1.17,1.11,1.29,700,0.0008,42.0,84.0,主趋势过滤
2026-03-20,634,sz.159755,正常跟踪,正常,-534.0,1.09,1.04,1.2,800,0.0009,40.0,88.0,主趋势过滤
2026-03-20,638,sh.516880,正常跟踪,正常,-538.0,0.98,0.93,1.08,900,0.0009,45.0,90.0,主趋势过滤
2026-03-20,639,sz.159633,正常跟踪,正常,-539.0,3.51,3.33,3.86,200,0.0007,36.0,70.0,主趋势过滤
2026-03-20,641,sz.159531,正常跟踪,正常,-541.0,1.56,1.48,1.72,500,0.0008,40.0,80.0,主趋势过滤
2026-03-20,642,sh.588020,正常跟踪,正常,-542.0,2.1,1.99,2.31,400,0.0008,44.0,84.0,主趋势过滤
2026-03-20,643,sh.515790,正常跟踪,正常,-543.0,1.16,1.1,1.28,700,0.0008,42.0,84.0,主趋势过滤
2026-03-20,650,sh.588230,正常跟踪,正常,-550.0,1.8,1.71,1.98,400,0.0007,36.0,72.0,主趋势过滤
2026-03-20,652,sh.588820,正常跟踪,正常,-552.0,1.92,1.82,2.11,400,0.0008,40.0,76.0,主趋势过滤
2026-03-20,653,sh.588240,正常跟踪,正常,-553.0,1.65,1.57,1.81,500,0.0008,40.0,80.0,主趋势过滤
2026-03-20,654,sh.589220,正常跟踪,正常,-554.0,1.01,0.96,1.11,800,0.0008,40.0,80.0,主趋势过滤
2026-03-20,655,sh.510760,正常跟踪,正常,-555.0,1.35,1.28,1.49,600,0.0008,42.0,84.0,主趋势过滤
2026-03-20,656,sz.002385,正常跟踪,正常,-556.0,4.34,4.12,4.77,200,0.0009,44.0,86.0,主趋势过滤
2026-03-20,658,sz.159218,正常跟踪,正常,-558.0,1.94,1.84,2.13,400,0.0008,40.0,76.0,主趋势过滤
2026-03-20,659,sh.563230,正常跟踪,正常,-559.0,1.6,1.52,1.76,500,0.0008,40.0,80.0,主趋势过滤
2026-03-20,660,sz.159358,正常跟踪,正常,-560.0,1.33,1.26,1.46,600,0.0008,42.0,78.0,主趋势过滤
2026-03-20,666,sz.002274,正常跟踪,正常,-566.0,7.21,6.85,7.93,100,0.0007,36.0,72.0,主趋势过滤
2026-03-20,669,sh.512050,正常跟踪,正常,-569.0,1.24,1.18,1.36,700,0.0009,42.0,84.0,主趋势过滤
2026-03-20,671,sz.000789,正常跟踪,正常,-571.0,5.82,5.53,6.4,100,0.0006,29.0,58.0,主趋势过滤
2026-03-20,672,sh.563790,正常跟踪,正常,-572.0,1.19,1.13,1.31,700,0.0008,42.0,84.0,主趋势过滤
2026-03-20,673,sz.159967,正常跟踪,正常,-573.0,0.63,0.6,0.69,1400,0.0009,42.0,84.0,主趋势过滤
2026-03-20,674,sz.000912,正常跟踪,正常,-574.0,6.12,5.81,6.73,100,0.0006,31.0,61.0,主趋势过滤
2026-03-20,675,sz.300352,正常跟踪,正常,-575.0,7.2,6.84,7.92,100,0.0007,36.0,72.0,主趋势过滤
2026-03-20,678,sh.563530,正常跟踪,正常,-578.0,1.59,1.51,1.75,500,0.0008,40.0,80.0,主趋势过滤
